name,comment,label_gus,label_le,label_ren,label_lif,label_sum
priyantoyogi29,Gw cuma pengen tau apakah huawei tetap di ban atau enggak ya?,Netral,Netral,,,Netral
cindy.christinammm,❤️,Positif,Positif,,,Positif
kennyartani,Bismilah janji bisa berjalan sesuai harapan Amiiiin 🙏🏻,Positif,Positif,,,Positif
ryan_trillion,👍👍,Positif,Positif,,,Positif
jamurmeranggamail.c,"Haiiiiii tramp hrs lpg dada dong jgn Cemen rakyat sdh tdksuka dgn kepemimpinan km tau yg penuh dgn aoragan cukup 1 x aja merasakan menjadi penguasa , & dlmtbutk presiden yg br bpk Joe Biden smg d tangan beliau Amieika menjadi lbh baik & menyambung kan kmbl talisirahturahmi dgn negara2 lain",Positif,Positif,,,Positif
anisyagustiani,👍,Positif,Positif,,,Positif
eggy.shegy,"Trump buka kompas, metro TV, global TV, gua yakin menang 😂😂. Hanya TV one yg BEDA 🤣",Netral,Netral,,,Netral
o.christo.r,Undang bossman,Netral,Netral,,,Netral
kirno.sukir,Semoga pengganti Donald Bebek .lebih baik .dan tidak anti islam .,Positif,Positif,,,Positif
bg.ucil,biden pernah skolah di menteng gak ? solnnya teman obama juga 🙏,Netral,Netral,,,Netral
heny_wd,@rianprihantoro 🤣🤣🤣🤣,Netral,Netral,,,Netral
agistriel,De javu ya kata2 trump tadi 😂,Netral,Netral,,,Netral
agungwiz7,Steve Rogers🙌,Netral,Netral,,,Netral
vrlnnrsqh,"Heran, kalo menang pasti di tuduh curang 🙄",Netral,Netral,,,Netral
bg.ucil,ALHAMDULILLAH BENTAR LAGI AFGANISTAN VS ISRAEL DAMAI 🙏🙏🙏🙏🙏🙏🙏🙏,,,Netral,,Netral
ardybagus38,"Sindo news pa kbr,",,,Netral,,Netral
josefh_nangin_,Saya pribadi menilai bahwa Trump memiliki kelebihan dalam memimpin AS alasan ini membuktikan bahwa AS berhasil menjadi Senator antara Negara Israel dengan negara liga arab seperti Uni Emirat Arab dll tapi ya sudah lah semoga dengan terpilihnya joe biden hubungan diplomatik Indo dan AS semakin baik kedepanya terutama kunjungan pak prabowo ke AS membawa hasil yang baik untuk pertahanan Indonesia sekian mbak nana makasih 🙏🙏🙏,,,Negatif,,Negatif
tasya.duo,Kjadian.a koq ky wkt dmn gituh gk asing Ah sdlh... Mngkin hrs proWHO😂,,,Netral,,Netral
van_widy,@dylanisters betul bu..,,,Netral,,Netral
ardhi_bm,"Ok skemanya sama, @realdonaldtrump gak terima menang, mau ngadu ke MK, kemungkinan gak akan bawa2 box kota suara, dan kalo aduannya gak di terima di MK, dan mengakui @joebiden menang, dan besoknya setalah di lantik, @realdonaldtrump jadi mentri pertahanan AS, ok siapp",,,Positif,,Positif
hary_mou,Semoga Indonesia Kedepan nYa jangan Lagi Prseidennya Joko Widodo Aminn🙏,,,Negatif,,Negatif
dollenkreza,"Biar tua tapi berkualitas, selamat atas mr joe biden",,,Positif,,Positif
jerrytanan,"You dont have to be agreed with the way he twit but look into the result. Best economy, lowest unemployment rate in US history. Ini kayak pemilihan gubernur kmrn. Yg dipilih karna bermulut manis tp hasil kerja apa?",,,Negatif,,Negatif
aggus_idm,smga lek trump di beri ketabahan😢🙏,,,Negatif,,Negatif
abidzar_riput73,👍,,,Positif,,Positif
fredoarizki,Kalau ingin ngelihat presiden amerika lihat aja kartun the simpsons 😅,,,Netral,,Netral
dedenrasyila,Trump jadi MENHAN,,,Netral,,Netral
sahala1lukman,"Negara orang kok kt yg sibuk sih,, fokus saja kt pada maslah bangsa dan uu kt sendiri,",,,Negatif,,Negatif
dylanisters,@van_widy kok ky pernah ngalamin kejadian ini tapi kapan yaa mas 🤣🤣🤣🤣,,,Netral,,Netral
hemilotus,tetap trump,,,Negatif,,Negatif
ncepsky,Undang ke mata najwa mba ❤️,,,Positif,,Positif
__pukyman,Trump udah sehat ga broo?,,,Netral,,Netral
jay.jogjakarta,Congrats for whole people in USA. You got you new president 👏👏👏👏,,,Positif,,Positif
ella1.969,good luck sir👍,,,Positif,,Positif
iqbaalc7,Y bayo ajo ko @a__risky,,,Netral,,Netral
fgbzhen,Biasa donald duck banyak bacot. Kwek kwek kwek..,,,Positif,,Positif
yupiya_,Waw 2035😳,,,Netral,,Netral
fatr.rhmn_,Trump ga mau kalah wkwwk,,,Positif,,Positif
edy_brevini_ocm_ls_inverter,Mirip di Indo😏,,,Netral,,Netral
tommie284,Kalo era pilpres US @narasi.tv jadi selevel dgn obor rakyat 😂,,,Netral,,Netral
benjamin.frb,🇺🇸🇮🇱❤💙🤍,,,Netral,,Netral
ziza_hembem,Sikap n kata2 Mc Donald ini kayak niru siapa ya? Kyk pernah denger 🙄,,,Positif,,Positif
ervinriswanda,@dhanesjenggot iya in aja deh biar cepet' Lo ngak suka lihat video boss man ya pantesan skip lah,,,Netral,,Netral
alfagadjah,❤️❤️❤️❤️❤️❤️❤️,,,Positif,,Positif
robi_mr,❤️❤️❤️❤️,,,Positif,,Positif
debrong33,@_dondon13_ 🤣😂🤣,,,Netral,,Netral
iam_sheillaaa_,Serasa dejavu🙈🙈,,,Netral,,Netral
ichank_ramadhan,Pidato nya trump mirip2 siapa gitu,,,Netral,,Netral
bhahari_ag,TSM,,,Netral,,Netral
muhfacky,"Baru kali ini petahana kalah sma oposisi, coba donald trum belajar sama presiden jokowi.. caranya gimana pertahanin kekuasaan",,,Netral,,Netral
tauhid_thaib,Siap2 timur tengah di serang lagi..,,,Negatif,,Negatif
bettybebe.zoe,"Kalau bisa tiap bulan pemilu di Indonesia, biar dapet sembako",,,Netral,,Netral
_dondon13_,@debrong33 gk dpet kyk gtu ya golput,,,Netral,,Netral
eza_ori,trump otw jd menhan AS,,,Netral,,Netral
acad_arlif,Sp pun presiden ny islam tanpa tindasaan takbir.. Allah Akbar,,,Negatif,,Negatif
nandaa_saputra10,Donald Trump jdi menhan gak ya ??,,,Netral,,Netral
reza_bride,Kembali kepadanya.jika ia komit & bertanggung jawab.maka janjinya akan di tepati.🙏,,,Positif,,Positif
adrianhayden101,"@matttttt________ AS tetap AS siapapun presidennya. AS tetap jadi negara adidaya. Perdebatan soal siapa yang jadi Presiden AS justru perlu karena AS itu Polisi dunia, scara g langsung jga berpengaruh ke seluruh dunia. Siapa pemimpin AS dan yang ada dibelakangnya bisa saja membuat dunia baik² saja, atau justru mmbuat smakin buruk.",,,Netral,,Netral
rgananta.p,Di Amerika coblos paku gasi?,,,Netral,,Netral
tediutob,apa mungkin Trump bakal jadi MENHAN,,,Netral,,Netral
iis.rosilawati.12,Sepertiny Ameriki niru indonesia😂😂😂,,,Netral,,Netral
rismath_rismawan,Mirip pemilu Indonesia kemarin🤣🤣,,,Netral,,Netral
raokin_roll,"apakah ada kata kata kecurangan secara terorganisir, sistematis dan masive ?",,,Netral,,Netral
aini.aini.8008,Smoga kabar baik buat wa ga muslim asal Amerika,,,Positif,,Positif
elo_damanik,Gk kreatif Donald Trump ikut2 gaya Yang ono😂,,,Netral,,Netral
deny.saputraaa,trump otw jadi menhan...,,,Netral,,Netral
sittihalima50,Bismillah... izin share..,,,Positif,,Positif
ihsanlubis26,Perkataan tidak bisa jadi pegangan bagi masyarakat akan tetapi tindakan yang perlu dilihatkan kepada masyarakat😂😂,,,Netral,,Netral
stefanus.agung.id,Trump gak sewa demonstran sih,,,Positif,,Positif
bersamasugih,Oppa masih blm bisa moveon ternyata 😲,,,Positif,,Positif
fajril_akbar,@dhanesjenggot wkwkwk ado juo yg paham mah pak 😂,,,Netral,,Netral
irpan_bad,😁😁😁😁😁,,,Positif,,Positif
aynanfurqon,Masih menunggu trump diangkat jadi menhan 😂,,,Netral,,Netral
turmanmanik,"Trump nasionalis, biden globalis",,,Negatif,,Negatif
rini.lest,Irak bakal diperangi lagi?,,,Negatif,,Negatif
dwiebanez,👏,,,Positif,,Positif
geridioteque,@omen76 wahahahaaaa sa aje nih mas omen,,,Netral,,Netral
kindiardana,https://gofood.link/a/yPZE73U,,,Netral,,Netral
castlefreze,Bahahahaha... 👍🤣..kali kali ajaaaa... berita menang nya sama ama yang ono...,,,Positif,,Positif
noviakmaliah,Peta palestina hilang dan trump diam saja??,,,Negatif,,Negatif
debrong33,@_dondon13_ pasti mantan timses serangan fajar ini.,,,Netral,,Netral
fghijkep0,"mirip ya ky di indonesia, yang kalah ga legowo xixi",,,Netral,,Netral
mohammadelaffan,Kapeu nye terlalu juju sih... Belajar dulu sama nganu 😇😂😷,,,Netral,,Netral
hakunamachaca,seru bgt dah liat mereka,,,Positif,,Positif
frankgocir,Trump calon mentri pertahanan 🤣,,,Netral,,Netral
chairullambang,"Cuma mau berharap dinegara kita semoga bisa menjalankan negara demokrasi dengan bijak, ga cuma negara demokrasi saat pilpres doang🙏",,,Positif,,Positif
jerryglobal77,Nanya dunk mba @najwashihab klo di US sana versi seperti mba kira2 siapa yah orangnya?,,,Netral,,Netral
elfarreel7,pengalihan isu tetap kawal 19 detik,,,Negatif,,Negatif
faith_vionnissa,Selamat Buat Presiden Amerika terbaru... intinya jangan ada Perbedaan aja buat semua Umat. Amin,,,Positif,,Positif
dhanesjenggot,@ervinriswanda dan gw mempermasalahkan omongan lu yang bilang demokrat doyan perang. Lu liat deh dari 1980 siapa yang lebih banyak bikin kacau dunia? Presiden dari Partai Republik apa Demokrat,,,Positif,,Positif
khoirunnisa_alyaa,@wulandarigustia,,,Netral,,Netral
moohamaddhafiedz,Alhamdulillah,,,Positif,,Positif
yofalramadhian,Kok disana ga ada yang pake kaos muka presiden nya?,,,Netral,,Netral
dhanesjenggot,@ervinriswanda gw bicarain strategi elite global dll. Gw meminta pertanggungjawaban lu yang ngmg elite global itu nempel ma partai demokrat. Padahal banyak dari mereka yang nempel ma partai republik. Hehehe . Itu lho bro. Pahami konteks omongan gw,,,Negatif,,Negatif
ade_subekti03,Dan @rezaptx agamis,,,Netral,,Netral
pu.t.ra_,Thanks everyone,,,Positif,,Positif
ervinriswanda,@dhanesjenggot Lo ngak paham ngab apa yg di inginkan Elite global ya' Dajjal ingin wujudkan ni urutanya pax britannica pax americana pax judaica kalau lu ngak paham geo politik dan strategi Rockefeller dkk belajar lagi deh,,,Negatif,,Negatif
ruriyono,selamat kepada joe biden terpilih jadi president AS 2020 .. selamat menjalankan tugas ...,,,Positif,,Positif
ahmadfdly_,pemilu nya pake tenda ga si?,,,Netral,,Netral
teukufajrin_,Cepet banget cuma 4 hari perhitungan..kemaren di indonesia berapa lama ya ?,,,Netral,,Netral
johndaniel_lumb,"Harusnya donald trump yang menang, dan di sini lah pemerintah indonesia ambil keuntungan",,,Negatif,,Negatif
bengkelpro.id,"Pengalihan isu, tetap body repair paling pro ya Bengkel Pro :)",,,Negatif,,Negatif
raysaelan1,👍,,,Positif,,Positif
ayya_thespartans,elu ngapa dah,,,Netral,,Netral
ronnyroosady,Trump for Secretary of Defense...😊,,,Netral,,Netral
wien933,Congratulation..,,,Positif,,Positif
rizasaputra01,@pu.t.ra_ benar 💯,,,Netral,,Netral
diwodee,😂🤣,,,Negatif,,Negatif
andizain77,@rianprihantoro siapa suruh trump susah diatur😂,,,Netral,,Netral
kristinaputrii_,"Halo kak najwa👋 apasih keuntungannya bagi Indonesia apabila presiden AS berganti? Apakah ada pengaruhnya??? Atau mungkin ada kakak"" dan rekan"" di kolom komentar bisa memberi tahu saya, besar kecil pengaruh dari pergatian kepala negara AS terhadap Indonesia???",,,Netral,,Netral
meandmeatlovers,"Congratulation @joebiden , @kamalaharris",,,Positif,,Positif
nenni_achir,"🤣🤣 Mr. Trump, Butuh kadrun ga?",,,Netral,,Netral
antoni.stefen,😂😂💞💞💞👍👍👍😍😍,,,Netral,,Netral
dhanesjenggot,"@ervinriswanda jawaban lu gak nyambung. Gw kan bilang Rockefeller lebih deket ma partai republik. Bahkan Nelson Rockefeller dulu wakil presiden amerika dari partai republik, presidennya Gerald Ford. So, apa buktinya Rockefeller penyokong Partai Demokrat? Klo keluarga Bloomberg nohh baru demokrat, bener.",,,Netral,,Netral
rianprihantoro,@andizain77 positif sj. mungkin dr kardus kotak suarany,,,Netral,,Netral
mdaniatl_hn,"Liat prtarungan mrk dlm politik agak adem gitu ya, lah kalo di Indonesia bar² banget😏🔥",,,Netral,,Netral
naynstx.66,Kok ngamok kok ga terima😂,,,Positif,,Positif
rianprihantoro,@andizain77 haha habismi orang2 nasionalis. sisa elit global yg berkuasa. pro lgbt lg :v,,,Negatif,,Negatif
caknurrokhim,"Ciee ciee cieeeee yang kalah cieeeeee, bakal ada yg ngambek g yea nanti kalau g d jadiin mentrinya",,,Positif,,Positif
intankenzoo,Btw @joebiden mirip Steve Roger Captain America fersi tua😂,,,Netral,,Netral
_tanu82,Mudah mudahan negara islam lebih baik kalou presiden amerika dari demokrat,,,Positif,,Positif
naf.nanaff,kenapa ngurus negara lain yak🙄🤣,,,Negatif,,Negatif
ummusaroya,yg curang pasti.....,,,Netral,,Netral
alisyahbudin_,Terbaik dri pada rambut ulat 😂,,,Netral,,Netral
bayudefrianto,"Mbak @najwashihab @narasinewsroom diangkat dong soal menkes terawan yang diundang WHO...soal pilpres negeri nun jauh disana dibahas, soal anak negeri mendapatkan undangan dari WHO kok gak dibahas...lebah itu hanya mau pergi ke taman bunga, bukan ketempat sampah...",,,Netral,,Netral
dhanesjenggot,"@ervinriswanda dan klo lu bilang demokrat hobinya perang, salah besar. Jaman Obama hubungan dengan Kuba, Cina, Iran adem. Hubungan ma Rusia pun adem. Itu semua panas lagi di jaman trump. Dan yang lebih parah, Trump mendukung penuh pembangunan pemukiman ilegal di tepi barat dan mindahin kedubes AS ke Jerusalem. Hal yang gak pernah dilakukan presiden2 AS sebelumnya.",,,Positif,,Positif
dewimurjaan,Mirip indonesia,,,Netral,,Netral
ervinriswanda,@dhanesjenggot ente yg baca lagi boss' elite global itu satu paket sedangkan Trump keluar jalur,,,Negatif,,Negatif
zossy_h,Trump lagi scroll jobstreet ga si??,,,Netral,,Netral
dhanesjenggot,"@ervinriswanda hahaha lu baca lagi deh soal rockefeller. Mereka justru lebih deket dengan partai republik. Cuman 1 anggota keluarganya, Jay Rockefeller yang masuk Demokrat. Wkwkwkk",,,Netral,,Netral
marianiskyy76,Solusi selesai Trump jadi menteri pertahanan😂,,,Netral,,Netral
ryandjassin99,"Trump sombong,sudah pasti kalah",,,Positif,,Positif
mawarbella93,Insyallah coming soon.. DS @anwaribrahim_my PM Malaysia ❤️❤️❤️,,,Netral,,Netral
windayani88,Goks,,,Positif,,Positif
dhanesjenggot,@fajril_akbar hahaha Ajo Biden,,,Positif,,Positif
krisna_mandala_,Udah kalah gak terima. Semoga palestina direbut kembali lagi dari israel,,,Positif,,Positif
alghifari_mohammad,@kinantanaryo,,,Netral,,Netral
diaswidianto_,Trump kalah? Siap siap perang di tahun depan,,,Negatif,,Negatif
filivhienaaf_eh,"Selamat mr. Biden, 4 tahun kedepan adalah waktu mu membuat America menjadi lebih baik dimata dunia😇🌺",,,Positif,,Positif
fauzanaufandi_,"Ini antara rakyatnya jenuh sama si donald duck, atau emang si donald duck kalah materi saat pidato",,,Netral,,Netral
alimm_makruf,Yuk masukin ke mata Najwa yuk Biden nya... Wkwk,,,Positif,,Positif
muhammad.budianto,@muhammadhelmynzhm jahhahahaaha cok,,,Netral,,Netral
amrullah1982,"Biasa kalo kalah, omongannya ada kecurangan . . .",,,Positif,,Positif
muhammad.budianto,Gapapa pak donal. Kan bisa mentri petahanan,,,Netral,,Netral
rizky761,"saya mah ngikut ba nana aja , bener ga slurrrr @najwashihab",,,Netral,,Netral
urangawakae,Umur 27 udeh aktif dipolitik lah gue diumur 27 msh sibuk ngurusin bucinan.wkwkwkwkwkw,,,Netral,,Netral
andizain77,@rianprihantoro globalis dan nasionalis😂,,,Negatif,,Negatif
dan.96s,Dia pun menang kemarin karena gabungan vote dri org Russia 😂,,,Positif,,Positif
rasyalifes,🇮🇩 joe biden,,,Positif,,Positif
elliana._.i,@sherina8_,,,Netral,,Netral
dendy_aries99,"udah biasa, kalah pasti mengelak😁😁",,,Positif,,Positif
la.ng_,@hibatullahhibatullah kan engga ada pencapain mknya engga ada di post2 wkwk,,,Netral,,Netral
hnf_dzlfqr,Abis pemilu banyak yg update story jari kelingkingnya ada tinta ungu nggak?😂,,,Netral,,Netral
budhart13,Selamat Joe...smoga anda tidak hobby perang,,,Positif,,Positif
rianprihantoro,@andizain77 jokobiden dan prabotrump,,,Netral,,Netral
erijuniarsa,Sepertinya niru negara kita 😂,,,Netral,,Netral
liam.georgie,"𝗜 𝗿𝗲𝗮𝗹𝗹𝘆 𝘄𝗮𝗻𝘁 𝘁𝗼 𝘁𝗵𝗮𝗻𝗸 𝗠𝗿 @alex_gibson_fx 𝗳𝗼𝗿 𝘀𝗵𝗼𝘄𝗶𝗻𝗴 𝗺𝗲 𝗹𝗼𝘃𝗲 𝘄𝗵𝗲𝗻 𝗜 𝗹𝗲𝗮𝘀𝘁 𝗲𝘅𝗽𝗲𝗰𝘁𝗲𝗱 𝗶𝘁 𝗶𝗻 𝗺𝘆 𝗱𝗲𝘀𝗽𝗲𝗿𝗮𝘁𝗲 𝘁𝗶𝗺𝗲. 𝗜 𝘁𝗿𝗮𝗱𝗲𝗱 𝗯𝗶𝘁𝗰𝗼𝗶𝗻𝘀 𝘄𝗶𝘁𝗵 𝗵is 𝗽𝗹𝗮𝘁𝗳𝗼𝗿𝗺 𝗮𝗻𝗱 𝗶𝗻 𝘀𝗲𝘃𝗲𝗻 𝗱𝗮𝘆𝘀 𝗜 𝘄𝗮𝘀 𝘀𝗲𝗻𝘁 𝗺𝘆 𝗽𝗿𝗼𝗳𝗶𝘁𝘀 𝘀𝘂𝗰𝗰𝗲𝘀𝘀𝗳𝘂𝗹𝗹𝘆 𝗱𝗶𝗿𝗲𝗰𝘁𝗹𝘆 𝘁𝗼 𝗺𝘆 𝗯𝗹𝗼𝗰𝗸𝗰𝗵𝗮𝗶𝗻 𝘄𝗮𝗹𝗹𝗲𝘁. 𝗙𝗼𝗿 𝘁𝗵𝗼𝘀𝗲 𝗼𝗳 𝘆𝗼𝘂 𝘄𝗵𝗼 𝗵𝗮𝘃𝗲 𝗻𝗼𝘁 𝗴𝗼𝗻𝗲 𝘁𝗼 𝘄𝗼𝗿𝗸 𝗳𝗼𝗿 𝗺𝗼𝗻𝘁𝗵𝘀 𝗮𝗻𝗱 𝗹𝗼𝗼𝗸𝗶𝗻𝗴 𝗳𝗼𝗿𝘄𝗮𝗿𝗱 𝘁𝗼 𝗺𝗮𝗸𝗲 𝗺𝗼𝗻𝗲𝘆 𝗳𝗿𝗼𝗺 𝗵𝗼𝗺𝗲, 𝘆𝗼𝘂 𝗰𝗮𝗻 𝗰𝗼𝗻𝘁𝗮𝗰𝘁 𝗠𝗿 @alex_gibson_fx . 𝗜 𝗰𝗮𝗻 𝘃𝗼𝘂𝗰𝗵 𝗳𝗼𝗿 𝗵im.",,,Netral,,Netral
titik_melawati,Yang Menang Partai Demokrat👍,,,Positif,,Positif
ibnusaud77,Persis seperti statemen Nya Prabowo 2014 dan 2019.... jangan menggunakan isu Sarah dan agama dalam politik....pasti nyungsep....,,,Netral,,Netral
ernii_schu,@cikwang99 😂😂,,,Netral,,Netral
riani2608,@agustinriin gak mungkinlah. Jd sekutu memerangi teroris,,,Netral,,Netral
hibatullahhibatullah,@arif_reja18 wkwkw,,,Netral,,Netral
gm_dimasputra,"Kalau Amerika sih membangun tenaga listrik anti emisi sih bisa bisa aja,",,,Netral,,Netral
hibatullahhibatullah,"@la.ng_ kan greget bang, mba nana dari kmaren2 post nya di luar indo terus, indonya kapan 🥺",,,Negatif,,Negatif
elsa_tureay,@nataliatureay iya 😁😁,,,Netral,,Netral
psyche_e_0220,Merasa De javu akutuh 😂😂😂😂,,,Netral,,Netral
umuhabibahumu,@ayoe_wahyusriutami aamiin...next bupati jateng aku akan vote buat dirimu beb...😘,,,Netral,,Netral
aafinkm_,@vandiepradana jeff bezos mentri bumn,,,Netral,,Netral
irwansetiawan1108,"2 kandidat nya emg sama2 kuat,yg jelas sama2 pidato gak pake teks (ini penting utk digaris bawahi ya) sekian",,,Netral,,Netral
budisantz,Curang ini 😀,,,Negatif,,Negatif
aafinkm_,Tua-tua keladi Biden,,,Netral,,Netral
cs_dental,SMILE MAKEOVER with ultrathin porcelain veneer only at @cs_dental @cs_dental_pantaimentari,,,Netral,,Netral
nan.arts_,Pak joe biden mirip sama kaptain amerika di film avengers end game bukan sih,,,Netral,,Netral
budireza766,Selamat jo biden👍🙏,,,Positif,,Positif
merryzhen79,🤩🤩🤩🤩,,,Positif,,Positif
anggoroagustinus,"Semoga membawa harapan baru bagi rakyat USA sehingga tidak hanya ekonominya saja yang pulih, tapi juga kondisi sosial dan humunnya...dan Indonesia bisa ambil yang baik dari mereka dan abaikan yang buruk juga dari mereka. Semoga tercipta hubungan yang damai dan saling respek antar negara Mr. Biden dengan masyarakat dunia. Salam hormat buat mbak @najwashihab ..🙏",,,Positif,,Positif
mutya_amirah,@vhariedsultan 😂😂😂😂,,,Netral,,Netral
ridho_zulpan,Dan akhirnya periode ke 2 sama aja ga memuaskan😂😂,,,Netral,,Netral
husnimubarok12,Ntr diangkat jadi Mentri pertahanan Amerika kga nih?,,,Netral,,Netral
alibustomi123,Mirip j. bush,,,Netral,,Netral
apiii.pahh,Ud kalah masi aja betingka..,,,Positif,,Positif
faul_717,Hamdan sukron lillah... 🙏,,,Netral,,Netral
mmhdalwii,Tetap kawal 19 detik..,,,Negatif,,Negatif
martini.titin.507,"Semoga mbah biden tidak lupa akan janjinya..salah satunya ialah sebagian muslim akan jadi staf nya ,dan tidak mendiskriminasi umat muslim .",,,Positif,,Positif
rajabullbul,Ok,,,Netral,,Netral
pelita10668,Trump pasti nangis mewek termehek mehek 😭😭😭,,,Positif,,Positif
ryn12aquarius,@riza_saputra14 kaya opening sinetron bang 😂,,,Netral,,Netral
nospamaulananew,@novianfendys komen yg sangat membagongkan 😂😂😂,,,Netral,,Netral
togro_,Ka @najwashihab video pas joe biden lalat nyangkut di jidat jangan d masukin kasian 😅😅😅,,,Netral,,Netral
nova.ardhi.05,Mampus bigbos kadrun nyungsep,,,Netral,,Netral
ffarasyd,siap presiden.. eh jendral 😄,,,Netral,,Netral
masadepan_kamupokoknya,"Selamat opa biden, semoga amanah dan jadi angin segar untuk bumi ya",,,Positif,,Positif
miaameliia,0p,,,Netral,,Netral
rikawelly,@ariff_fauziii itu bidaaannn riiifff😅,,,Netral,,Netral
yosep_arizal,"Bideners ""#2020gantipresiden""",,,Positif,,Positif
can.aisyah,Nyimak👍,,,Netral,,Netral
bang.sat_trial,Udah mba Najwa jadi presiden selanjutnya aja oke😁,,,Netral,,Netral
aloong41_,perang dunia III klo trump ga jadi presiden,,,Negatif,,Negatif
darmawanrfi,Sangat menginspirasi👍👍👍,,,Positif,,Positif
ken_arok289,Semoga petugas kpps disana gk ada yg mati krna kelelahan,,,Netral,,Netral
andizain77,seketika trump jadi menhan,,,Netral,,Netral
yessikatureay,"@nataliatureay iya, lucu2 😂",,,Netral,,Netral
daewaii_72,Slamat ya pak joe...Dasar truk ga mau ngalah udeh kaya dimari aje kalah kga nerima,,,Positif,,Positif
bethetbaik,Seperti dejavu sayaaa,,,Netral,,Netral
harie_kharisma27,Pasti trump sujud syukur dan gebrak2 meja nih 😢😢😢,,,Netral,,Netral
efdwll_,Lancar bgt b.inggrisnya,,,Netral,,Netral
miy3997,"Dimana""yg kalah pasti selalu menuduh ada kecurangan,sudah lagu lama....hagaha",,,Positif,,Positif
ex_vams,Yg terpilih spa yah 😢,,,Netral,,Netral
justlenn_,Dah selesai pemilu Usa kan? Berarti covid juga sebentar lagi berakhir.,,,Netral,,Netral
husseinalwasim,Baru kali ini Amerika pemilunya kayak gini biasanya jika lawan kalah ya sudah semua kembali normal,,,Netral,,Netral
affhdyt,@trianitaa_a kayanya ngga sama skali loh 😂😂😂,,,Netral,,Netral
affhdyt,"Trump, perang dagang, Biden perang beneran, persiapkan dirimu 😁",,,Negatif,,Negatif
labibfilla,"Grup two one two dan peak silahkan go internasional, demo berjilid2😂",,,Netral,,Netral
mpuswow_gaming,"""Dan aku baru sadar, Kalo joe Biden yang sekarang ini, Dari suara dan wajah nya. Mirip kapten amerika saat tua"" ~ Avenger End Game",,,Netral,,Netral
bangtodoo,Apakah D.Trump akan melakukan demo berjilid?,,,Netral,,Netral
nandiiapriadii,The Malhamah ia coming!! Persiapkan diri💪🤲🙏🙏,,,Positif,,Positif
rnugraha068,Mungkin karena Mr.Trump tidak menjual Pelayanan Berobat Gratis 😪,,,Netral,,Netral
dimasbagusdwiprayogo,Fix Donald Trump jadi menhan AS,,,Netral,,Netral
ry_zainudin,"Mba @najwashihab ikutlah nanti jadi calon wakil presiden, semua andk muda pasti milih mba❤️",,,Netral,,Netral
adeanekurniasari,"Pa trump, coba ketua pemilu nya dari Indonesia😊",,,Netral,,Netral
ghaist_ahmad,Gw gak suka pas bagian dia yg ngedukung invasi AS ke Irak. Thats fuck off,,,Negatif,,Negatif
maseyanti,Trump..😇😇😇😇❤️,,,Negatif,,Negatif
rizky_axel,Kemenkumham menunggu Trump,,,Netral,,Netral
shakillanissaasmad,"Di negara Amerika rakyat nyah cerdas , udh tau pemimpin nyah ga bgus buat negara nyah , rakyatnyah kompak untuk ganti pemimpin ,ga seperti indonesia pemimpinnyah udh ga mampuh udh ga bgus buat memimpin negara di paksakan di pilih lgh sama pihak2 tertentu , rakyat nyah ga bisa apah2",,,Positif,,Positif
mohtryharyanto8,Satu dua dengan indo hahaha yang kalah tidak mau mengakui kekalahan nya,,,Netral,,Netral
mamass_yusuf,Apakah amerika copas trik Indonesia?,,,Netral,,Netral
riccydharmanto,coba trump pake quick count spa tau menang,,,Netral,,Netral
arvianreza,Undang dong ke mata najwa suruh debat di situ @donaldjtrumpjr @joebiden,,,Netral,,Netral
abd.rifqi,"Ayo mba Nana, datangkan Joe Biden ke panggung Mata Najwa 😁",,,Positif,,Positif
_mhmdnabill,@shahlaabya,,,Netral,,Netral
lisnabungacitra,@riza_saputra14 😅,,,Netral,,Netral
jeyyyy_lim,@diantripadang wahhh nongkrong di sini juga ternyata yah bang awokawok,,,Netral,,Netral
makhluk.omnivora77,"Mana nih, Nurhadi dan Aldo gak respon @quotes_nurhadialdo",,,Netral,,Netral
ayoe_wahyusriutami,@umuhabibahumu kita doakan Opa amanah ya mbak.. 👍😁,,,Netral,,Netral
argo.otomotif1,Donald Trump kalah trus nuduh ada kecurangan... 😂😂😂,,,Netral,,Netral
tiursiahaan98765,Bersama Tuhan Joe Biden pasti sanggup melaksanakan janjinya,,,Positif,,Positif
aidachomsah,Now we wit and see,,,Positif,,Positif
widi_pram,😂,,,Netral,,Netral
nanta.ku,Semoga kemenangannya bisa membuat agama islam meningkat,,,Positif,,Positif
susansepty,"Boro² mikirin biden, mikirin jokowi z gk brs²😂",,,Netral,,Netral
anzashardi,DiniHari❓,,,Netral,,Netral
abscond.nl,"Trump kek sudah bener-bener gila kekuasaan,..",,,Positif,,Positif
whiidd,trump jadi menhan ga ya?,,,Netral,,Netral
anandalism,IYA GANTI AJA LAH SI DONALD WEK WEK PENGIN GUA SANTET ANJIM,,,Positif,,Positif
aaayyyuuubbb_,Pendukungnya dikit tapi perolehan suara bisa banyak?kok bisa ya😂,,,Negatif,,Negatif
suhandre_,Aku suka keributan hehe,,,Negatif,,Negatif
titie_lenzun,👏👍😇,,,Netral,,Netral
awiex_cantix,Jagan sampai Amerika hancur kaya indonesia sekarang ini,,,Negatif,,Negatif
edwin48_lover,trump..... looser never accept....,,,Positif,,Positif
iigartriani,@rizky.yr yuk pulang yuk😂😂😂,,,Netral,,Netral
